Alumina (%Mass percent),Silica (%Mass percent),Liquid Ratio
8.27735,20.25,0.5
8.80477,18.0,0.5
8.8041,15.75,0.5
8.80342,13.5,0.5
8.80274,11.25,0.5
8.80207,9.0,0.5
9.0,8.51038,0.5
10.47265,6.75,0.5
11.25,6.08066,0.5
13.12567,4.5,0.5
13.5,4.19772,0.5
15.75,2.40602,0.5
15.94797,2.25,0.5
18.0,0.71308,0.5
18.95635,0.0,0.5
0.94408,85.5,0.5
0.0,83.29915,0.5
0.94408,85.5,0.5
2.03225,87.75,0.5
0.94408,85.5,0.5
0.0,83.29915,0.5
2.03225,87.75,0.5
69.82143,0.0,0.52
69.75,0.13233,0.52
68.58165,2.25,0.52
67.8994,4.5,0.52
69.56593,6.75,0.52
68.05051,9.0,0.52
67.5,10.77942,0.52
67.31056,11.25,0.52
67.5,13.00625,0.52
67.56244,13.5,0.52
67.5,13.73989,0.52
66.90634,15.75,0.52
66.87038,18.0,0.52
67.21317,20.25,0.52
65.66693,22.5,0.52
65.25,23.03612,0.52
63.89742,24.75,0.52
63.0,25.90888,0.52
62.14248,27.0,0.52
60.75,28.806,0.52
60.40254,29.25,0.52
0.0,36.59064,0.52
0.62696,36.0,0.52
2.25,34.30312,0.52
2.82196,33.75,0.52
4.5,31.77602,0.52
4.74447,31.5,0.52
6.43103,29.25,0.52
6.75,28.65325,0.52
7.76511,27.0,0.52
8.34217,24.75,0.52
8.16369,22.5,0.52
8.53772,20.25,0.52
9.0,18.44913,0.52
9.15515,18.0,0.52
9.15448,15.75,0.52
9.1538,13.5,0.52
9.15313,11.25,0.52
9.24243,9.0,0.52
11.19774,6.75,0.52
11.25,6.705,0.52
13.5,4.80544,0.52
13.86805,4.5,0.52
15.75,2.99926,0.52
16.70072,2.25,0.52
18.0,1.27686,0.52
19.71248,0.0,0.52
0.23688,83.25,0.52
0.0,82.67299,0.52
0.23688,83.25,0.52
1.21333,85.5,0.52
0.23688,83.25,0.52
0.0,82.67299,0.52
1.21333,85.5,0.52
2.25,87.61704,0.52
1.21333,85.5,0.52
0.23688,83.25,0.52
0.0,82.67299,0.52
69.57999,0.0,0.54
68.33489,2.25,0.54
67.5,4.43123,0.54
67.46806,4.5,0.54
67.5,4.55326,0.54
69.18336,6.75,0.54
67.58186,9.0,0.54
67.5,9.26458,0.54
66.70074,11.25,0.54
66.6443,13.5,0.54
66.09511,15.75,0.54
65.93455,18.0,0.54
66.19331,20.25,0.54
65.48871,22.5,0.54
65.25,22.80695,0.54
63.71656,24.75,0.54
63.0,25.67533,0.54
61.95893,27.0,0.54
60.75,28.56794,0.54
60.21623,29.25,0.54
58.5,31.48586,0.54
58.48895,31.5,0.54
0.0,36.73686,0.54
0.78218,36.0,0.54
2.25,34.4654,0.54
2.98976,33.75,0.54
4.5,31.97341,0.54
4.91931,31.5,0.54
6.61453,29.25,0.54
6.75,28.99655,0.54
7.9759,27.0,0.54
8.6938,24.75,0.54
8.47582,22.5,0.54
8.79808,20.25,0.54
9.0,19.46339,0.54
9.50554,18.0,0.54
9.50486,15.75,0.54
9.50419,13.5,0.54
9.50351,11.25,0.54
9.79961,9.0,0.54
11.25,7.34128,0.54
11.92838,6.75,0.54
13.5,5.42282,0.54
14.61198,4.5,0.54
15.75,3.5925,0.54
17.45346,2.25,0.54
18.0,1.84065,0.54
20.25,0.16255,0.54
20.4686,0.0,0.54
0.49388,83.25,0.54
0.0,82.04696,0.54
0.49388,83.25,0.54
1.48259,85.5,0.54
0.49388,83.25,0.54
0.0,82.04696,0.54
1.48259,85.5,0.54
2.25,87.06718,0.54
1.48259,85.5,0.54
0.49388,83.25,0.54
0.0,82.04696,0.54
69.33856,0.0,0.56
68.08812,2.25,0.56
67.5,3.78653,0.56
67.16863,4.5,0.56
67.5,5.05251,0.56
68.80078,6.75,0.56
67.5,8.56051,0.56
67.0932,9.0,0.56
66.09092,11.25,0.56
65.70671,13.5,0.56
65.28388,15.75,0.56
65.25,16.05288,0.56
65.01115,18.0,0.56
65.17768,20.25,0.56
65.25,20.65745,0.56
65.31049,22.5,0.56
65.25,22.57778,0.56
63.5357,24.75,0.56
63.0,25.44178,0.56
61.77538,27.0,0.56
60.75,28.32988,0.56
60.02993,29.25,0.56
58.5,31.24315,0.56
58.29926,31.5,0.56
0.0,36.88309,0.56
0.9374,36.0,0.56
2.25,34.62768,0.56
3.15757,33.75,0.56
4.5,32.17081,0.56
5.09414,31.5,0.56
6.75,29.3105,0.56
6.7956,29.25,0.56
8.18668,27.0,0.56
9.0,24.8229,0.56
9.03218,24.75,0.56
9.0,24.39045,0.56
8.78795,22.5,0.56
9.0,20.80877,0.56
9.06226,20.25,0.56
9.85592,18.0,0.56
9.85524,15.75,0.56
9.85457,13.5,0.56
9.85389,11.25,0.56
10.35679,9.0,0.56
11.25,7.97849,0.56
12.65947,6.75,0.56
13.5,6.04019,0.56
15.3559,4.5,0.56
15.75,4.18573,0.56
18.0,2.41138,0.56
18.20637,2.25,0.56
20.25,0.72481,0.56
21.22472,0.0,0.56
0.75088,83.25,0.56
0.0,81.42094,0.56
0.75088,83.25,0.56
1.75184,85.5,0.56
0.75088,83.25,0.56
0.0,81.42094,0.56
1.75184,85.5,0.56
2.25,86.51732,0.56
1.75184,85.5,0.56
0.75088,83.25,0.56
0.0,81.42094,0.56
69.09712,0.0,0.58
67.84136,2.25,0.58
67.5,3.14184,0.58
66.8692,4.5,0.58
67.5,5.55176,0.58
68.41821,6.75,0.58
67.5,8.02802,0.58
66.60032,9.0,0.58
65.4811,11.25,0.58
65.25,12.20605,0.58
64.70343,13.5,0.58
64.14796,15.75,0.58
64.12161,18.0,0.58
64.21403,20.25,0.58
64.57094,22.5,0.58
63.35485,24.75,0.58
63.0,25.20823,0.58
61.59182,27.0,0.58
60.75,28.09182,0.58
59.84363,29.25,0.58
58.5,31.00044,0.58
58.10957,31.5,0.58
0.0,37.02931,0.58
1.09261,36.0,0.58
2.25,34.78995,0.58
3.32537,33.75,0.58
4.5,32.36821,0.58
5.26898,31.5,0.58
6.75,29.54169,0.58
6.96982,29.25,0.58
8.39747,27.0,0.58
9.0,25.38714,0.58
9.28124,24.75,0.58
9.11318,22.5,0.58
9.33966,20.25,0.58
10.2063,18.0,0.58
10.20563,15.75,0.58
10.20495,13.5,0.58
10.20428,11.25,0.58
10.91397,9.0,0.58
11.25,8.6157,0.58
13.39055,6.75,0.58
13.5,6.65757,0.58
15.75,4.78758,0.58
16.10087,4.5,0.58
18.0,3.00051,0.58
18.95975,2.25,0.58
20.25,1.28707,0.58
21.98083,0.0,0.58
0.08144,81.0,0.58
0.0,80.79526,0.58
0.08144,81.0,0.58
1.00788,83.25,0.58
0.08144,81.0,0.58
0.0,80.79526,0.58
1.00788,83.25,0.58
2.0211,85.5,0.58
1.00788,83.25,0.58
0.08144,81.0,0.58
0.0,80.79526,0.58
2.25,85.96745,0.58
2.0211,85.5,0.58
1.00788,83.25,0.58
0.08144,81.0,0.58
0.0,80.79526,0.58
68.85568,0.0,0.6
67.5946,2.25,0.6
67.5,2.49715,0.6
66.56977,4.5,0.6
67.5,6.05101,0.6
68.03563,6.75,0.6
67.5,7.49553,0.6
66.10743,9.0,0.6
65.25,10.65807,0.6
64.69911,11.25,0.6
63.63776,13.5,0.6
63.0,15.74312,0.6
62.99753,15.75,0.6
63.0,15.76573,0.6
63.23207,18.0,0.6
63.25037,20.25,0.6
63.54301,22.5,0.6
63.17399,24.75,0.6
63.0,24.97468,0.6
61.40827,27.0,0.6
60.75,27.85376,0.6
59.65733,29.25,0.6
58.5,30.75773,0.6
57.91988,31.5,0.6
56.25,33.68751,0.6
56.19779,33.75,0.6
0.0,37.17553,0.6
1.24783,36.0,0.6
2.25,34.95223,0.6
3.49318,33.75,0.6
4.5,32.56561,0.6
5.44382,31.5,0.6
6.75,29.77287,0.6
7.14404,29.25,0.6
8.60825,27.0,0.6
9.0,25.95137,0.6
9.5303,24.75,0.6
9.46615,22.5,0.6
9.61705,20.25,0.6
10.55669,18.0,0.6
10.55601,15.75,0.6
10.55533,13.5,0.6
10.55466,11.25,0.6
11.25,9.375,0.6
11.53666,9.0,0.6
13.5,7.28609,0.6
14.12538,6.75,0.6
15.75,5.39914,0.6
16.84701,4.5,0.6
18.0,3.58964,0.6
19.71313,2.25,0.6
20.25,1.84932,0.6
22.5,0.17581,0.6
22.73695,0.0,0.6
0.33003,81.0,0.6
0.0,80.17029,0.6
0.33003,81.0,0.6
1.26488,83.25,0.6
0.33003,81.0,0.6
0.0,80.17029,0.6
1.26488,83.25,0.6
2.26674,85.5,0.6
2.25,85.41533,0.6
1.26488,83.25,0.6
0.33003,81.0,0.6
0.0,80.17029,0.6
68.61424,0.0,0.62
67.5,1.9848,0.62
67.2561,2.25,0.62
66.27034,4.5,0.62
67.5,6.55027,0.62
67.65306,6.75,0.62
67.5,6.96303,0.62
65.61455,9.0,0.62
65.25,9.70495,0.62
63.81206,11.25,0.62
63.0,12.814,0.62
62.46404,13.5,0.62
61.65151,15.75,0.62
61.99877,18.0,0.62
62.29827,20.25,0.62
62.53711,22.5,0.62
62.96065,24.75,0.62
61.22472,27.0,0.62
60.75,27.6157,0.62
59.47103,29.25,0.62
58.5,30.51502,0.62
57.7302,31.5,0.62
56.25,33.43902,0.62
55.99019,33.75,0.62
0.0,37.32176,0.62
1.40304,36.0,0.62
2.25,35.11451,0.62
3.66098,33.75,0.62
4.5,32.76301,0.62
5.61866,31.5,0.62
6.75,30.00405,0.62
7.31827,29.25,0.62
8.81904,27.0,0.62
9.0,26.51561,0.62
9.77936,24.75,0.62
9.81912,22.5,0.62
9.89445,20.25,0.62
10.90707,18.0,0.62
10.90639,15.75,0.62
10.90572,13.5,0.62
10.90504,11.25,0.62
11.25,10.31982,0.62
12.25889,9.0,0.62
13.5,7.91656,0.62
14.86088,6.75,0.62
15.75,6.0107,0.62
17.59315,4.5,0.62
18.0,4.17877,0.62
20.25,2.41832,0.62
20.46664,2.25,0.62
22.5,0.73681,0.62
23.49305,0.0,0.62
0.57863,81.0,0.62
0.0,79.54532,0.62
0.57863,81.0,0.62
1.52188,83.25,0.62
0.57863,81.0,0.62
0.0,79.54532,0.62
1.52188,83.25,0.62
2.3784,85.5,0.62
2.25,84.85044,0.62
1.52188,83.25,0.62
0.57863,81.0,0.62
0.0,79.54532,0.62
68.3728,0.0,0.64
67.5,1.55473,0.64
66.86056,2.25,0.64
65.97091,4.5,0.64
66.74841,6.75,0.64
65.25,8.59774,0.64
64.8479,9.0,0.64
63.0,11.10155,0.64
62.86097,11.25,0.64
61.12928,13.5,0.64
60.75,14.54061,0.64
60.2011,15.75,0.64
60.6165,18.0,0.64
60.75,18.24722,0.64
61.35021,20.25,0.64
61.55587,22.5,0.64
61.92528,24.75,0.64
61.04117,27.0,0.64
60.75,27.37764,0.64
59.28473,29.25,0.64
58.5,30.27232,0.64
57.54051,31.5,0.64
56.25,33.19054,0.64
55.78259,33.75,0.64
0.0,37.46798,0.64
1.55826,36.0,0.64
2.25,35.27679,0.64
3.82878,33.75,0.64
4.5,32.96041,0.64
5.7935,31.5,0.64
6.75,30.23524,0.64
7.49249,29.25,0.64
9.0,27.0362,0.64
9.02575,27.0,0.64
10.02842,24.75,0.64
10.17209,22.5,0.64
10.17185,20.25,0.64
11.25,18.01224,0.64
11.25624,18.0,0.64
11.25678,15.75,0.64
11.2561,13.5,0.64
11.2582,11.25,0.64
12.98112,9.0,0.64
13.5,8.54704,0.64
15.59638,6.75,0.64
15.75,6.62226,0.64
18.0,4.77586,0.64
18.34004,4.5,0.64
20.25,3.00403,0.64
21.22049,2.25,0.64
22.5,1.29781,0.64
24.24915,0.0,0.64
0.82722,81.0,0.64
0.0,78.92036,0.64
0.82722,81.0,0.64
1.77888,83.25,0.64
0.82722,81.0,0.64
0.0,78.92036,0.64
1.77888,83.25,0.64
2.49006,85.5,0.64
2.25,84.28554,0.64
1.77888,83.25,0.64
0.82722,81.0,0.64
0.0,78.92036,0.64
68.13137,0.0,0.66
67.5,1.12465,0.66
66.46503,2.25,0.66
65.67148,4.5,0.66
65.49562,6.75,0.66
65.25,7.05288,0.66
63.30363,9.0,0.66
63.0,9.34531,0.66
61.21624,11.25,0.66
60.75,11.88825,0.66
59.45672,13.5,0.66
58.53901,15.75,0.66
58.90824,18.0,0.66
60.1939,20.25,0.66
60.57266,22.5,0.66
60.75,23.78129,0.66
60.8899,24.75,0.66
60.85762,27.0,0.66
60.75,27.13958,0.66
59.09842,29.25,0.66
58.5,30.02961,0.66
57.35082,31.5,0.66
56.25,32.94205,0.66
55.57498,33.75,0.66
54.0,35.87541,0.66
53.87916,36.0,0.66
0.0,37.6142,0.66
1.71348,36.0,0.66
2.25,35.43907,0.66
3.99659,33.75,0.66
4.5,33.15781,0.66
5.96833,31.5,0.66
6.75,30.46642,0.66
7.66672,29.25,0.66
9.0,27.29205,0.66
9.20773,27.0,0.66
10.27748,24.75,0.66
10.52506,22.5,0.66
10.44924,20.25,0.66
11.25,18.58799,0.66
11.54952,18.0,0.66
11.60716,15.75,0.66
11.60648,13.5,0.66
11.78754,11.25,0.66
13.5,9.18015,0.66
13.70484,9.0,0.66
15.75,7.24414,0.66
16.33451,6.75,0.66
18.0,5.3825,0.66
19.08784,4.5,0.66
20.25,3.58974,0.66
21.97434,2.25,0.66
22.5,1.85881,0.66
24.75,0.18903,0.66
25.00525,0.0,0.66
0.17652,78.75,0.66
0.0,78.29589,0.66
0.17652,78.75,0.66
1.07581,81.0,0.66
0.17652,78.75,0.66
0.0,78.29589,0.66
1.07581,81.0,0.66
2.03588,83.25,0.66
1.07581,81.0,0.66
0.17652,78.75,0.66
0.0,78.29589,0.66
2.60173,85.5,0.66
2.25,83.72064,0.66
2.03588,83.25,0.66
1.07581,81.0,0.66
0.17652,78.75,0.66
0.0,78.29589,0.66
67.88993,0.0,0.68
67.5,0.69458,0.68
66.06949,2.25,0.68
65.37205,4.5,0.68
65.25,5.25696,0.68
63.54319,6.75,0.68
63.0,7.29348,0.68
61.2305,9.0,0.68
60.75,9.52515,0.68
59.12108,11.25,0.68
58.5,12.07661,0.68
57.36625,13.5,0.68
56.39848,15.75,0.68
56.81221,18.0,0.68
58.5,19.94888,0.68
58.67822,20.25,0.68
59.58044,22.5,0.68
59.8911,24.75,0.68
60.31874,27.0,0.68
58.91212,29.25,0.68
58.5,29.7869,0.68
57.16114,31.5,0.68
56.25,32.69357,0.68
55.36738,33.75,0.68
54.0,35.59526,0.68
53.60744,36.0,0.68
0.0,37.76042,0.68
1.86869,36.0,0.68
2.25,35.60134,0.68
4.16439,33.75,0.68
4.5,33.35521,0.68
6.14317,31.5,0.68
6.75,30.6976,0.68
7.84094,29.25,0.68
9.0,27.54791,0.68
9.3897,27.0,0.68
10.52654,24.75,0.68
10.87803,22.5,0.68
10.72664,20.25,0.68
11.25,19.16374,0.68
11.84279,18.0,0.68
11.95754,15.75,0.68
11.95687,13.5,0.68
12.31688,11.25,0.68
13.5,9.81996,0.68
14.43236,9.0,0.68
15.75,7.86875,0.68
17.07334,6.75,0.68
18.0,5.98913,0.68
19.83563,4.5,0.68
20.25,4.17545,0.68
22.5,2.42642,0.68
22.72829,2.25,0.68
24.75,0.74899,0.68
25.76137,0.0,0.68
0.41919,78.75,0.68
0.0,77.6716,0.68
0.41919,78.75,0.68
1.32441,81.0,0.68
0.41919,78.75,0.68
0.0,77.6716,0.68
1.32441,81.0,0.68
2.27322,83.25,0.68
2.25,83.1535,0.68
1.32441,81.0,0.68
0.41919,78.75,0.68
0.0,77.6716,0.68
2.71339,85.5,0.68
2.27322,83.25,0.68
2.25,83.1535,0.68
1.32441,81.0,0.68
0.41919,78.75,0.68
0.0,77.6716,0.68
67.64849,0.0,0.7
67.5,0.26451,0.7
65.67395,2.25,0.7
65.25,3.6991,0.7
64.17708,4.5,0.7
63.0,5.54896,0.7
61.53632,6.75,0.7
60.75,7.51123,0.7
59.04337,9.0,0.7
58.5,9.57402,0.7
56.73871,11.25,0.7
56.25,11.86443,0.7
54.80306,13.5,0.7
54.0,15.12616,0.7
53.64511,15.75,0.7
54.0,17.49334,0.7
54.09586,18.0,0.7
56.25,19.77073,0.7
56.6692,20.25,0.7
58.5,22.29407,0.7
58.58821,22.5,0.7
58.89802,24.75,0.7
59.27624,27.0,0.7
58.72582,29.25,0.7
58.5,29.54419,0.7
56.97145,31.5,0.7
56.25,32.44508,0.7
55.15978,33.75,0.7
54.0,35.3151,0.7
53.33571,36.0,0.7
51.75,38.18946,0.7
51.68946,38.25,0.7
0.0,37.90665,0.7
2.02391,36.0,0.7
2.25,35.76362,0.7
4.3322,33.75,0.7
4.5,33.55261,0.7
6.31801,31.5,0.7
6.75,30.92879,0.7
8.01516,29.25,0.7
9.0,27.80376,0.7
9.57168,27.0,0.7
10.7756,24.75,0.7
11.231,22.5,0.7
11.00403,20.25,0.7
11.25,19.73949,0.7
12.13607,18.0,0.7
12.30792,15.75,0.7
12.30725,13.5,0.7
12.84622,11.25,0.7
13.5,10.45978,0.7
15.15988,9.0,0.7
15.75,8.49336,0.7
17.81217,6.75,0.7
18.0,6.59577,0.7
20.25,4.76861,0.7
20.584,4.5,0.7
22.5,3.00923,0.7
23.4825,2.25,0.7
24.75,1.30895,0.7
26.51748,0.0,0.7
0.66186,78.75,0.7
0.0,77.04732,0.7
0.66186,78.75,0.7
1.573,81.0,0.7
0.66186,78.75,0.7
0.0,77.04732,0.7
1.573,81.0,0.7
2.4124,83.25,0.7
2.25,82.57512,0.7
1.573,81.0,0.7
0.66186,78.75,0.7
0.0,77.04732,0.7
2.82505,85.5,0.7
2.4124,83.25,0.7
2.25,82.57512,0.7
1.573,81.0,0.7
0.66186,78.75,0.7
0.0,77.04732,0.7
67.20277,0.0,0.72
65.27842,2.25,0.72
65.25,2.34714,0.72
63.0,4.15215,0.72
62.56907,4.5,0.72
60.75,6.1001,0.72
59.94352,6.75,0.72
58.5,8.07424,0.72
57.3379,9.0,0.72
56.25,10.05366,0.72
54.77824,11.25,0.72
54.0,12.09488,0.72
52.43606,13.5,0.72
51.75,14.49329,0.72
50.69365,15.75,0.72
50.4256,18.0,0.72
51.75,18.95085,0.72
53.77187,20.25,0.72
54.0,20.33042,0.72
56.25,21.66985,0.72
57.01197,22.5,0.72
57.8842,24.75,0.72
58.24416,27.0,0.72
58.5,28.22917,0.72
58.53952,29.25,0.72
58.5,29.30148,0.72
56.78176,31.5,0.72
56.25,32.19659,0.72
54.95218,33.75,0.72
54.0,35.03495,0.72
53.06398,36.0,0.72
51.75,37.81427,0.72
51.31427,38.25,0.72
0.0,38.05287,0.72
2.17913,36.0,0.72
2.25,35.9259,0.72
4.5,33.75,0.72
4.5,33.75,0.72
6.49285,31.5,0.72
6.75,31.15997,0.72
8.18939,29.25,0.72
9.0,28.05961,0.72
9.75366,27.0,0.72
11.02466,24.75,0.72
11.25,23.65017,0.72
11.5273,22.5,0.72
11.28866,20.25,0.72
12.42935,18.0,0.72
12.65831,15.75,0.72
12.65763,13.5,0.72
13.37556,11.25,0.72
13.5,11.09959,0.72
15.75,9.11978,0.72
15.88818,9.0,0.72
18.0,7.21199,0.72
18.55292,6.75,0.72
20.25,5.37104,0.72
21.33306,4.5,0.72
22.5,3.59205,0.72
24.23671,2.25,0.72
24.75,1.86891,0.72
27.0,0.20229,0.72
27.2736,0.0,0.72
0.02939,76.5,0.72
0.0,76.4231,0.72
0.02939,76.5,0.72
0.90453,78.75,0.72
0.02939,76.5,0.72
0.0,76.4231,0.72
0.90453,78.75,0.72
1.82159,81.0,0.72
0.90453,78.75,0.72
0.02939,76.5,0.72
0.0,76.4231,0.72
2.55157,83.25,0.72
2.25,81.99674,0.72
1.82159,81.0,0.72
0.90453,78.75,0.72
0.02939,76.5,0.72
0.0,76.4231,0.72
2.93672,85.5,0.72
2.55157,83.25,0.72
2.25,81.99674,0.72
1.82159,81.0,0.72
0.90453,78.75,0.72
0.02939,76.5,0.72
0.0,76.4231,0.72
66.43068,0.0,0.74
65.25,1.40017,0.74
64.11657,2.25,0.74
63.0,3.15852,0.74
61.33813,4.5,0.74
60.75,5.01734,0.74
58.5999,6.75,0.74
58.5,6.84164,0.74
56.25,8.74785,0.74
55.92794,9.0,0.74
54.0,10.69793,0.74
53.27663,11.25,0.74
51.75,12.68546,0.74
50.70337,13.5,0.74
49.5,14.82084,0.74
48.44835,15.75,0.74
47.25,17.70339,0.74
47.02298,18.0,0.74
47.25,18.60161,0.74
48.74793,20.25,0.74
49.5,20.46015,0.74
51.75,21.04652,0.74
54.0,21.86883,0.74
54.97816,22.5,0.74
56.25,23.56822,0.74
56.85651,24.75,0.74
57.24248,27.0,0.74
57.67318,29.25,0.74
56.59207,31.5,0.74
56.25,31.94811,0.74
54.74458,33.75,0.74
54.0,34.75479,0.74
52.79226,36.0,0.74
51.75,37.43909,0.74
50.93909,38.25,0.74
49.5,40.34611,0.74
49.384,40.5,0.74
0.0,38.19909,0.74
2.25,36.09027,0.74
2.34027,36.0,0.74
4.5,33.91072,0.74
4.67396,33.75,0.74
6.66768,31.5,0.74
6.75,31.39115,0.74
8.36361,29.25,0.74
9.0,28.31546,0.74
9.93564,27.0,0.74
11.25,24.77928,0.74
11.26882,24.75,0.74
11.82038,22.5,0.74
11.62982,20.25,0.74
12.72263,18.0,0.74
13.00869,15.75,0.74
13.00802,13.5,0.74
13.5,12.04347,0.74
14.051,11.25,0.74
15.75,9.75403,0.74
16.61986,9.0,0.74
18.0,7.83148,0.74
19.29432,6.75,0.74
20.25,5.97347,0.74
22.08213,4.5,0.74
22.5,4.17487,0.74
24.75,2.43538,0.74
24.991,2.25,0.74
27.0,0.76136,0.74
28.02973,0.0,0.74
0.26776,76.5,0.74
0.0,75.79926,0.74
0.26776,76.5,0.74
1.1472,78.75,0.74
0.26776,76.5,0.74
0.0,75.79926,0.74
1.1472,78.75,0.74
2.07019,81.0,0.74
1.1472,78.75,0.74
0.26776,76.5,0.74
0.0,75.79926,0.74
2.69074,83.25,0.74
2.25,81.41836,0.74
2.07019,81.0,0.74
1.1472,78.75,0.74
0.26776,76.5,0.74
0.0,75.79926,0.74
3.04838,85.5,0.74
2.69074,83.25,0.74
2.25,81.41836,0.74
2.07019,81.0,0.74
1.1472,78.75,0.74
0.26776,76.5,0.74
0.0,75.79926,0.74
65.65859,0.0,0.76
65.25,0.48454,0.76
63.0,2.17977,0.76
62.91894,2.25,0.76
60.75,4.08249,0.76
60.25833,4.5,0.76
58.5,6.00435,0.76
57.5857,6.75,0.76
56.25,7.89853,0.76
54.84314,9.0,0.76
54.0,9.74255,0.76
52.02482,11.25,0.76
51.75,11.50841,0.76
49.5,13.33694,0.76
49.2833,13.5,0.76
47.25,15.39249,0.76
46.79453,15.75,0.76
45.0,17.80289,0.76
44.79007,18.0,0.76
44.35576,20.25,0.76
45.0,20.77699,0.76
47.25,21.59071,0.76
49.5,22.03758,0.76
51.6016,22.5,0.76
51.75,22.52627,0.76
54.0,23.39273,0.76
55.54416,24.75,0.76
56.24029,27.0,0.76
56.25,27.05651,0.76
56.62375,29.25,0.76
56.40239,31.5,0.76
56.25,31.69962,0.76
54.53697,33.75,0.76
54.0,34.47464,0.76
52.52053,36.0,0.76
51.75,37.0639,0.76
50.5639,38.25,0.76
49.5,39.79964,0.76
48.97206,40.5,0.76
0.0,38.36593,0.76
0.11593,38.25,0.76
2.25,36.25641,0.76
2.50641,36.0,0.76
4.5,34.07143,0.76
4.84792,33.75,0.76
6.75,31.60387,0.76
6.85457,31.5,0.76
8.53784,29.25,0.76
9.0,28.57131,0.76
10.11761,27.0,0.76
11.25,25.08675,0.76
11.46638,24.75,0.76
12.11346,22.5,0.76
11.97099,20.25,0.76
13.01591,18.0,0.76
13.35907,15.75,0.76
13.3584,13.5,0.76
13.5,13.08079,0.76
14.77133,11.25,0.76
15.75,10.38828,0.76
17.35153,9.0,0.76
18.0,8.45096,0.76
20.03573,6.75,0.76
20.25,6.5759,0.76
22.5,4.76475,0.76
22.83164,4.5,0.76
24.75,3.01572,0.76
25.74549,2.25,0.76
27.0,1.32042,0.76
28.78587,0.0,0.76
0.50613,76.5,0.76
0.0,75.17543,0.76
0.50613,76.5,0.76
1.38987,78.75,0.76
0.50613,76.5,0.76
0.0,75.17543,0.76
1.38987,78.75,0.76
2.30071,81.0,0.76
2.25,80.83709,0.76
1.38987,78.75,0.76
0.50613,76.5,0.76
0.0,75.17543,0.76
2.82992,83.25,0.76
2.30071,81.0,0.76
2.25,80.83709,0.76
1.38987,78.75,0.76
0.50613,76.5,0.76
0.0,75.17543,0.76
3.16004,85.5,0.76
2.82992,83.25,0.76
2.30071,81.0,0.76
2.25,80.83709,0.76
1.38987,78.75,0.76
0.50613,76.5,0.76
0.0,75.17543,0.76
64.75254,0.0,0.78
63.0,1.35989,0.78
61.97262,2.25,0.78
60.75,3.28297,0.78
59.31679,4.5,0.78
58.5,5.19882,0.78
56.59797,6.75,0.78
56.25,7.04921,0.78
54.0,8.84642,0.78
53.80582,9.0,0.78
51.75,10.69058,0.78
51.01706,11.25,0.78
49.5,12.539,0.78
48.22284,13.5,0.78
47.25,14.40547,0.78
45.53706,15.75,0.78
45.0,16.36438,0.78
43.25805,18.0,0.78
42.75,18.96233,0.78
41.92924,20.25,0.78
42.75,22.0588,0.78
43.39332,22.5,0.78
45.0,22.84746,0.78
47.25,23.09195,0.78
49.5,23.32743,0.78
51.75,23.79534,0.78
53.72806,24.75,0.78
54.0,24.94081,0.78
55.18159,27.0,0.78
55.60074,29.25,0.78
56.04574,31.5,0.78
54.32937,33.75,0.78
54.0,34.19448,0.78
52.2488,36.0,0.78
51.75,36.68872,0.78
50.18872,38.25,0.78
49.5,39.25316,0.78
48.56013,40.5,0.78
47.25,42.55475,0.78
47.12184,42.75,0.78
0.0,38.54377,0.78
0.29377,38.25,0.78
2.25,36.42254,0.78
2.67254,36.0,0.78
4.5,34.23215,0.78
5.02188,33.75,0.78
6.75,31.80014,0.78
7.05218,31.5,0.78
8.71206,29.25,0.78
9.0,28.82716,0.78
10.29959,27.0,0.78
11.25,25.39421,0.78
11.66394,24.75,0.78
12.40654,22.5,0.78
12.31215,20.25,0.78
13.30919,18.0,0.78
13.5,16.8274,0.78
13.70946,15.75,0.78
13.80048,13.5,0.78
15.49166,11.25,0.78
15.75,11.02253,0.78
18.0,9.07155,0.78
18.08358,9.0,0.78
20.25,7.18726,0.78
20.77858,6.75,0.78
22.5,5.36353,0.78
23.5817,4.5,0.78
24.75,3.59606,0.78
26.49998,2.25,0.78
27.0,1.87949,0.78
29.25,0.2156,0.78
29.54199,0.0,0.78
0.7445,76.5,0.78
0.0,74.5516,0.78
0.7445,76.5,0.78
1.63254,78.75,0.78
0.7445,76.5,0.78
0.0,74.5516,0.78
1.63254,78.75,0.78
2.48398,81.0,0.78
2.25,80.24825,0.78
1.63254,78.75,0.78
0.7445,76.5,0.78
0.0,74.5516,0.78
2.96909,83.25,0.78
2.48398,81.0,0.78
2.25,80.24825,0.78
1.63254,78.75,0.78
0.7445,76.5,0.78
0.0,74.5516,0.78
3.2717,85.5,0.78
2.96909,83.25,0.78
2.48398,81.0,0.78
2.25,80.24825,0.78
1.63254,78.75,0.78
0.7445,76.5,0.78
0.0,74.5516,0.78
63.69593,0.0,0.8
63.0,0.54001,0.8
61.02631,2.25,0.8
60.75,2.48345,0.8
58.5,4.40536,0.8
58.39108,4.5,0.8
56.25,6.30186,0.8
55.70797,6.75,0.8
54.0,8.15703,0.8
52.93417,9.0,0.8
51.75,9.97379,0.8
50.07794,11.25,0.8
49.5,11.74106,0.8
47.25,13.44719,0.8
47.18024,13.5,0.8
45.0,15.34148,0.8
44.46528,15.75,0.8
42.75,17.39993,0.8
