Alumina (%Mass percent),Silica (%Mass percent),Liquid Ratio
49.88162,31.875,0.98
49.24779,34.0,0.98
48.875,34.7795,0.98
47.83376,36.125,0.98
46.75,37.87965,0.98
46.37965,38.25,0.98
0.0,35.96256,0.98
2.08793,34.0,0.98
2.125,33.95775,0.98
4.25,32.01879,0.98
4.39379,31.875,0.98
6.14657,29.75,0.98
6.375,29.37495,0.98
8.12495,27.625,0.98
8.47131,25.5,0.98
8.5,25.39629,0.98
10.19762,23.375,0.98
10.54907,21.25,0.98
10.625,20.73812,0.98
11.51716,19.125,0.98
12.75,18.21088,0.98
13.68686,17.0,0.98
14.875,16.06906,0.98
15.91654,14.875,0.98
17.0,14.00821,0.98
18.16541,12.75,0.98
19.125,11.97238,0.98
20.41638,10.625,0.98
21.25,9.94236,0.98
22.66134,8.5,0.98
23.375,7.91008,0.98
25.02238,6.375,0.98
25.5,5.98215,0.98
27.62173,4.25,0.98
27.625,4.24738,0.98
29.75,3.01428,0.98
30.63928,2.125,0.98
31.875,1.28578,0.98
33.19791,0.0,0.98
